ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13
1,3.296556734,19.88081641,1.534129579,0.936477739,1.30584612,1.528063,2.516133251,1.177930552,1.272300662,1.740864135,1.047759031,2.441292794,1.512716604,1.394187546,1.398180205,3.182815443,60.67110888,1.997675952,1.59939364,2.027118463,1.465072991,1.602777863,1.414933725,1.985411489,1.910824885,0.612802705,2.010322553,1.439704025,1.678761421,1.721578035
2,4.136532781,21.61156062,1.948192343,2.167394943,2.297811996,2.564618788,1.703134319,1.345500159,0.946038175,1.863955495,1.951030119,1.34381711,1.481790232,1.388612357,1.416532235,3.707529317,46.20635773,2.333821681,2.057199913,1.793558784,2.460720628,1.989370829,2.222680812,2.217982049,2.326645404,3.211990737,1.625982053,1.717969577,1.42064594,2.304359836
3,0.935971935,49.00241322,0.851135069,0.460238495,0.897682859,0.560722454,1.397297247,0.954726938,0.744748834,0.860206094,0.355662768,1.072114897,1.361311189,0.571447834,0.519882451,2.461176281,38.37811781,1.151882531,0.8525246,1.345377056,1.168305729,1.569842806,1.017847136,1.765273333,1.745911608,1.122423396,1.7804323,1.782637533,1.367750183,1.915307325
4,1.991455957,88.62896107,1.479535188,1.659994936,1.185904162,0.874123496,1.317467034,0.874401789,1.664873278,1.766152197,0.899158296,1.89445363,1.980141461,2.249868557,2.195707918,3.431938846,75.03980641,1.743125265,1.371894018,2.082491172,1.454176966,1.845499172,1.392915312,1.08560545,1.41188799,0.724286356,2.182301738,1.999485659,1.813671644,1.53935222
5,3.24737692,8.47037208,1.219156066,1.429353701,1.152710312,0.655411611,1.453824016,1.454531665,0.946483772,1.519454489,1.229041104,1.576863441,1.603985592,1.760702817,1.556299743,3.268543224,40.59793223,1.820360803,1.524392755,1.343966277,1.450245449,1.983746371,2.103831648,0.997401939,1.378701356,0.930405444,1.877364889,1.948327346,1.993914254,2.829332934
6,1.970546699,69.11530625,1.360666685,0.734164355,1.264027592,0.749930654,1.379705876,0.687905441,0.343724268,0.659865711,0.469431722,2.273795472,2.345221741,1.553553745,2.227905033,2.797515413,34.19437828,1.500862479,1.131711933,1.795859012,1.399564397,1.4577712,1.570600275,1.887592957,1.403749586,0.875676639,1.635925651,1.120293074,1.75336459,1.3190197
7,1.283194984,61.24514314,1.544543815,0.673962216,0.63034501,0.233915409,1.468098745,0.546168755,0.522358596,0.973741907,0.260379463,0.75713077,0.436453853,0.833343187,0.889535981,2.310835952,45.73301047,1.158894114,1.38023555,1.256577349,1.403049499,1.610739896,0.859837931,1.215522309,1.027275764,0.79777224,0.948426373,0.582571625,0.962647353,0.892486773
8,0.805795908,57.29406021,0.731340042,0.272383834,-0.104091891,-0.796086216,0.713383842,0.741426391,-0.74324925,0.294509878,0.263697798,1.104809053,1.314579902,1.228011784,0.946476366,1.721569468,58.32938392,0.490634409,0.05823359,0.34845203,0.400154661,1.175239702,1.284387644,0.532230196,0.032813842,0.499573553,1.420691669,1.455704026,1.165062545,1.298944751
9,2.499868418,63.40612941,1.117462415,0.874975742,0.51103903,0.337101892,1.547622508,1.855981922,0.911827247,1.11864127,0.407768901,1.339268826,1.756516199,1.866420706,0.734151825,2.941563347,80.15642255,1.40780575,0.685464001,1.015972624,0.969610961,1.730411334,0.965995643,1.268178009,1.178253425,1.334054858,1.401990156,2.251964725,1.79574354,1.277190582
10,3.583116333,50.2889078,2.263696386,1.303912293,1.283147389,1.326847841,1.893200037,1.41940151,1.401505568,1.700932011,1.074484573,2.507385107,2.593219702,1.687675651,2.011073314,3.036498075,38.10359471,1.170862402,1.334141241,1.68665516,1.894219886,1.99332129,1.925313143,1.564038454,1.757053007,1.411007504,1.656965252,2.01417578,1.57744005,2.245954534
11,4.174584793,46.28439266,2.341961482,2.344936211,2.056734142,2.132239067,2.360253133,1.79740437,2.358690644,2.162230655,2.604795503,2.217717756,1.997132096,2.439748602,1.866227652,3.655268858,-34.98778448,1.730524457,1.606673733,1.891814446,2.045085236,1.842588841,1.53105754,2.08555379,2.194885198,2.23354218,2.228816477,1.273155951,2.219846178,2.189076108
12,4.530549938,20.87797503,2.014599056,2.362983818,2.911479247,2.764731661,2.387113715,2.296029749,2.637436477,2.680358519,2.869034878,2.601688428,1.089102449,1.94693703,2.143010277,2.800994462,27.92657076,1.897356873,2.245419857,2.208604755,1.588769508,1.902889578,1.44847055,1.845959188,1.312195154,1.742502663,1.858451013,1.659608704,1.234434751,1.119072781
13,2.453266053,14.65876383,1.55923422,1.57502942,1.429677302,0.424811953,1.063338001,0.601912046,1.277211414,0.697997481,0.81035679,1.783085428,1.311765467,2.095840398,1.246173039,2.940165472,3.580005705,1.312430909,0.704030922,0.909707412,0.221782634,1.503577839,1.720375902,1.032939122,1.186444809,1.38372834,1.06486415,0.948127704,1.049143389,1.163648897
14,1.877706217,50.19356004,1.687427406,1.282526935,1.399214068,1.060615177,1.699948381,1.23060163,1.276166722,0.961553448,0.978937473,1.271899625,2.145580794,1.490160392,0.568568449,2.887932024,-18.4537168,1.648596681,1.092102709,1.144608783,1.146586485,1.539439141,1.173821439,1.143483511,2.018150285,0.836044663,1.042521289,2.68177991,1.625612988,1.682678252
15,2.512845456,-3.371811354,1.357195524,1.391225629,1.153146014,1.679205193,1.219810286,1.634419853,1.406432311,1.191128199,1.42763409,1.573831606,1.524716405,1.181897346,1.550857908,2.842125048,62.34434888,1.919582083,2.300773739,1.88510121,1.543306578,2.151686587,2.085735238,2.56584004,1.492162486,0.773774796,2.068896416,1.946528601,2.502012571,1.969739427
16,3.403057114,96.2146399,1.886529683,2.05115008,2.365711402,1.507790789,2.356109374,1.958098747,1.777270494,1.906116457,1.333246245,1.712144744,2.228291351,2.121916561,1.60222686,3.986321697,127.9631332,1.850307962,1.685206039,1.017610153,1.091377474,1.977218527,2.011180317,1.603873951,1.128865961,0.911428161,1.756496228,3.141061005,2.442967426,2.36969862
17,2.829623292,52.64904935,1.768159952,1.833116952,1.313947901,2.322550619,1.805831966,1.743406901,1.271332899,1.548999749,2.093045089,1.861846103,2.008377909,0.615749382,1.581220922,2.880651871,79.03739906,1.683622244,1.348325656,1.714451253,2.062709828,1.751161388,1.932423412,2.018061113,1.807409637,1.722885789,2.326147475,1.768826002,1.7006114,1.912505331
18,4.661133499,22.85736764,2.042070455,2.514915833,2.042707992,1.51071566,1.588480267,1.704135417,1.817700045,2.257042037,2.245638957,1.405509778,1.162366724,2.030090348,1.341520268,3.642735936,38.75151186,1.002756097,1.927138232,1.959700327,1.854637377,1.801506375,2.1961725,1.211578055,1.616106798,2.162830244,1.89812258,1.672493452,1.836192697,2.460125554
19,2.698042953,80.99304338,2.030395042,1.484262365,1.26914559,1.971482877,1.601002363,1.846323919,2.254623935,2.249262511,1.253518663,1.800413,1.660053409,2.788577757,2.818228245,3.341367922,95.35165432,1.446795244,1.242481106,1.802614823,1.280314025,1.850975739,1.881318193,1.524944877,1.940598815,1.516010544,1.823202593,1.694101055,2.036607364,2.092464967
20,1.678403625,51.08465455,1.333872328,0.937938535,0.920943461,1.555104745,1.326349588,0.612581845,0.694129111,1.253410703,0.320125694,1.791144033,1.699758129,1.762709433,1.643053033,2.2964086,101.9592915,1.621862377,1.405073368,1.534620352,1.057907162,1.874390139,1.466670912,1.498577161,1.384478604,1.856486268,1.419463144,1.154176698,1.59221832,1.843727632
21,2.997084716,-5.597953608,1.415835879,1.127860286,1.006471998,1.163805176,1.557059994,1.451123495,1.690620136,1.737684328,1.465217738,1.075547407,1.906548758,1.611553951,2.03874965,3.133032353,65.06911812,1.811374887,1.643045005,1.942283441,1.364350208,1.887447118,2.265573783,1.959531762,1.509033899,1.598112777,1.606312176,1.676397297,2.349481324,1.594986914
22,1.84407256,24.2651281,0.638930863,0.393206458,0.648113247,0.721302573,0.696465802,0.422677505,0.975400332,0.836625806,0.822679328,0.785755008,0.959441484,1.261671773,0.715094854,2.222501302,11.28157524,0.800372877,0.724706458,0.512117999,0.600320462,0.958145776,0.80856706,0.955817107,0.700189975,0.97869525,1.776260904,1.299559244,0.811394675,1.042604193
23,2.964165963,59.05692311,1.913158769,1.387531865,1.55921873,1.52173192,1.710944548,1.786314543,1.825837901,1.729346437,0.758190347,2.015321686,1.624916498,2.180042888,1.522115645,1.890167326,32.37652674,1.558826978,1.337824758,1.579622606,1.387855759,2.256704769,0.578601882,1.080260675,1.698434224,0.924664518,1.162488201,1.727070337,0.991061612,1.09380494
24,2.344770594,32.06542394,0.906636328,0.859762052,1.101001218,0.371380545,0.799814575,0.976989862,1.153380012,1.522954904,0.270834945,0.224768361,0.823166616,0.069222843,0.978667178,2.268231887,42.25563764,1.238528654,1.046036329,0.988066955,0.81430492,1.451669508,1.617866084,1.812305281,1.793799872,0.161720968,1.12782376,0.708746726,1.185323221,1.316729546
25,3.069208191,61.72051503,1.86438247,1.112934997,1.022465182,0.839804255,1.702316038,2.097614042,0.974839231,1.444830247,1.666932466,1.329226304,1.764856223,2.32019924,1.628332235,2.95825973,-6.446953539,1.398529938,0.660593191,1.114389846,1.129143911,1.388412239,1.737556464,1.266140831,0.938402821,1.236832573,1.148128317,1.128401554,1.292850248,0.791216701
26,3.017815317,59.43976438,0.502343758,0.826358864,1.183337093,0.695418485,1.181250414,1.184216098,1.444945673,1.556687416,1.627673444,1.129703181,1.409181817,1.076330583,0.403332273,2.052597896,73.10852993,0.779597642,0.851749847,-0.194688261,1.005727386,0.373728152,0.468370498,1.206841295,0.681338136,-0.029574467,0.574057135,0.610496035,0.924760738,0.459648136
27,3.171048978,64.10808024,1.580928423,0.824016961,1.788996468,1.596047869,1.555222903,1.110965512,1.33060749,1.35338636,0.806910374,1.857064554,1.196206545,1.915283867,1.681448512,3.220009125,19.16917694,1.699182522,1.915081887,2.112261866,0.648580782,1.165956769,1.838783336,2.23529648,1.708467986,1.92383408,1.788594958,1.309649101,1.70499067,1.369751025
28,2.315667006,80.44933155,1.879877473,1.540550283,1.276722939,0.697661231,1.282368886,1.241840599,1.286604342,1.473309071,0.520406844,1.439259207,2.6948109,2.554525037,1.862204505,3.011953821,58.49729134,1.42682207,1.109122509,1.344112061,1.622473326,1.20811164,1.377198819,1.547226447,1.809845761,1.909427824,0.840784035,1.211339529,1.96198871,1.388735562
29,2.981601349,-0.587969401,2.089766488,1.323734333,1.057210827,1.53196073,2.292938077,2.570129419,2.276170898,1.871358466,1.015201639,1.548060368,2.179958941,1.412035441,1.436077215,3.258363659,77.29827485,1.109348314,1.142808767,0.788441085,0.97998679,1.485013453,1.807839436,1.952635229,1.753309783,0.956247641,1.660791398,2.348227787,2.53405648,1.842076768
30,2.869087233,60.47647407,1.781882459,1.560619715,1.654180609,0.938085907,1.919645131,3.109485295,1.710482587,1.233901433,1.979260453,1.617303352,2.105978837,1.859248409,1.52375887,2.954171189,-29.34062433,1.251628904,1.034398941,1.352376562,1.423633529,1.752456193,1.70748273,1.918710178,1.406118696,1.704700413,2.000498215,1.938369978,2.246396015,1.658349532
31,2.650425108,62.42947789,0.911562218,1.76808147,2.098493566,1.013485605,1.524854411,1.109206656,1.541812098,1.405455845,1.593947716,1.741363213,1.526295046,1.352721142,2.225380419,2.314646055,59.48738979,1.492830478,1.776317123,1.883614012,1.358887773,1.513914192,2.443198394,1.691494602,1.477034183,0.553947018,0.968487159,0.917032513,1.981512086,1.719757325
32,2.893655626,12.28234698,2.652453486,2.528829032,2.124772922,1.910106372,1.755671403,1.852472079,2.636894972,1.68704631,1.698386063,2.325923565,2.200771086,2.263669408,1.528460015,3.310266991,30.35508168,2.372782666,2.19251991,2.418680376,2.197696701,2.000925779,2.307950665,1.693272351,2.031116888,2.030351416,2.029495697,1.957328051,1.988513878,2.338408836
33,2.49007029,-9.799062118,1.480127157,1.615466704,1.238422189,2.007411505,1.505014104,1.490743953,1.347278483,1.740229794,1.013256476,1.354269328,1.476262931,0.993693427,1.41484426,3.254364851,-17.11517572,2.473016179,2.561651562,2.260409356,2.405950791,2.079373392,2.85420731,2.460118868,2.040707896,1.878733995,2.155148534,1.993376711,2.068244275,2.524338432
34,2.011455202,-10.77040039,1.192669563,0.447741119,1.175641247,0.807947324,1.00738967,0.875078009,0.851713557,0.386634343,0.179564585,1.599688867,1.073653563,1.56588996,1.144462123,3.08026251,-8.286730665,2.010529462,2.219154405,2.0502913,1.840452738,2.435799556,1.636145941,1.674247113,2.081293483,1.565750406,1.477642704,1.723613942,1.485908325,1.747798941
35,3.668411381,30.05634112,1.210414307,0.843734209,1.540047814,1.620338268,1.689117425,0.908525755,2.876217253,2.06187129,0.456999212,2.07031333,1.748306261,2.153207625,2.229843568,3.77464256,34.08409792,2.268948929,1.271912332,2.108787093,1.704837542,1.099600338,2.115161088,1.726674737,2.427187695,2.208057118,2.436708712,1.984119621,1.33468874,2.388295756
36,5.265993756,25.92282877,2.319988597,2.299469404,1.942763468,1.92671247,2.774056218,3.382874055,3.232011882,2.334941815,2.245660399,1.841685019,1.770183673,1.734154434,2.053635018,4.923687358,11.94383493,2.38639945,2.649091469,1.81961822,2.714023999,1.915592625,2.45082112,2.776091747,2.206410004,2.250918184,2.073001166,1.400442519,1.554838844,1.600441445
37,2.29485668,56.82969288,1.141432942,0.815082923,0.640411539,0.983311632,1.699022683,0.837001868,1.17664381,1.43448909,0.363608515,1.224242681,1.40683712,1.452730811,1.427292753,2.995830874,17.0065352,1.076166051,-0.285468665,0.797863676,0.646817271,1.230204131,1.395236389,1.441885859,1.369160622,1.132810049,1.493895959,1.54580752,1.277335585,1.719995219
38,3.669088141,22.09518674,1.519109557,1.763582424,1.058858069,1.638053974,2.096264783,2.462305638,1.91646572,1.630338826,2.209656344,2.457600374,1.914456258,1.806034396,1.1172421,2.767961494,56.05748918,1.42688578,1.633208453,1.117664045,1.408693567,1.665929393,1.582100467,1.770503593,1.352575888,1.077228832,2.116102292,1.678272993,1.148028204,1.301492596
39,2.517590865,48.82747882,1.551680814,1.829468188,1.525275837,1.075896569,1.831426403,0.754407996,1.573113732,1.189752327,0.482752068,0.317897751,0.990132516,1.21427124,0.714182428,3.552187097,45.32210697,2.321221946,2.124454991,2.254143557,1.688241372,1.474274747,1.087125881,0.895073696,1.484343433,2.481616593,1.799157795,1.679569698,1.242219233,1.623273037
