ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w3-14,w3-15,w3-16,w3-17,w3-18,w3-19,w3-20,w3-21,w3-22,w3-23,w3-24,w3-25,w3-26,w3-27,w3-28,w3-29,w3-30,w3-31,w3-32,w3-33,w3-34,w3-35,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13,w4-14,w4-15,w4-16,w4-17,w4-18,w4-19,w4-20,w4-21,w4-22,w4-23,w4-24,w4-25,w4-26,w4-27,w4-28,w4-29,w4-30,w4-31,w4-32,w4-33,w4-34,w4-35
1,2.943629426,69.53078804,2.25656913,2.614494402,1.708427084,2.254251906,2.16635049,2.207402658,1.514218031,1.664053866,1.705714414,1.613243007,1.130941307,1.306151742,1.834438697,1.799718783,2.009328888,1.259108397,0.99485474,0.950934652,0.455917932,1.32907901,0.60576403,2.524036126,1.523619655,1.561883372,1.534760485,1.834982535,2.012081131,2.113580179,1.824184134,1.717229803,1.737754323,2.055795385,1.760338454,1.553194673,1.636518824,3.406671825,68.31610467,1.669876713,1.641552886,1.54622002,2.064146997,2.016539838,1.699813847,1.606929294,1.602171642,2.052676551,1.718010745,1.781192237,1.641152902,1.602544211,1.82391507,1.875079603,1.55785796,1.722047207,1.776443572,0.981694883,1.786343201,1.579069794,2.326614428,2.368946802,2.192005841,1.746751041,1.973678026,2.142104454,1.879454066,2.140421953,2.034743615,1.997540201,1.971987308,2.182174088,1.731780214,0.989688126
2,3.397311062,70.22052651,1.645123442,1.839483833,1.464732445,1.823139742,2.185352398,2.108107344,1.78076832,1.699143533,2.232480016,1.947848666,2.494842905,1.727038549,1.706682171,2.135001647,1.69952285,1.735933483,1.033477637,1.907757135,1.816330963,2.156640846,1.622938104,1.712828398,1.922253925,2.359581716,2.076858505,1.87199908,1.899425722,1.196919329,2.373007504,2.031465582,2.112901506,1.542758177,1.586291104,2.112641942,1.765901742,2.526911031,10.49751299,0.706068444,1.132351646,1.652382547,1.218603772,1.301245021,0.991796666,2.044633918,1.657891906,0.898085772,1.91675436,1.643677492,1.434603848,1.076422086,1.680192172,1.841483226,1.705817666,0.76175544,1.222474722,2.125586236,0.904897511,1.266762056,1.650001227,1.861081182,2.351194154,2.080228356,1.898182999,1.449180444,2.115781084,2.003568232,1.679487225,2.197961877,1.727196706,1.331581086,1.534748507,1.24785571
3,2.131663395,51.16165335,2.063587926,1.551277717,1.279930677,1.13900834,1.866821315,1.832854894,1.432346551,1.290967397,0.902520876,0.410303057,-0.615781835,0.976930921,0.736190432,1.011759804,1.912336915,1.137804281,1.559526994,1.237893001,0.007614699,0.564779581,0.5076058,2.147694418,1.045018583,1.444444994,1.827845649,1.464355209,1.303918346,1.413145379,1.801139917,1.612435407,1.814459512,1.428448428,1.671091169,1.63927915,1.634167147,1.710415619,46.39945915,0.69278622,0.855605329,0.55808725,0.545026335,0.251189175,0.603912843,0.061255657,0.777009158,0.091132321,0.462313175,1.040385504,1.359828881,0.688726243,1.135088458,1.483603096,0.288215574,1.140038385,1.240585132,0.352450627,0.052231451,0.37016817,1.099861708,1.415045236,1.207958293,0.956502333,1.362994441,0.667356788,0.892111905,1.339084224,1.670346589,1.666518808,1.319894951,1.552830896,0.908720189,1.003807397
4,2.076817299,33.07434512,1.502563161,1.574205471,0.638149292,0.913839516,0.760003113,1.327388323,1.551792474,0.886514116,0.59875579,2.340073753,1.452677242,0.714276756,1.048573611,1.05793895,1.515853083,0.537803231,0.917439545,1.204913201,0.494257979,1.579386408,1.214650457,1.592336858,1.400615055,0.668382464,1.373066995,1.80812862,0.785413333,1.190724474,1.852706831,1.798268082,2.028879652,1.825268509,1.601452134,1.129616449,0.485508506,1.832001476,15.90769,1.322264081,0.847800116,0.927681562,0.83290973,0.482795405,1.17097163,1.056805429,1.05528454,1.015491771,0.520831792,1.84574356,0.961720663,0.12641844,0.610218275,0.607154299,0.136730779,0.541728789,0.750943132,1.337840484,0.752688774,0.351485307,1.050634713,1.495834,1.213167567,1.036510116,1.005956918,0.44225972,0.294095395,0.312923625,0.480126262,0.679894843,1.093040152,1.240752653,0.834483673,0.458962352
5,3.231223164,84.19698859,2.45217784,2.271552212,1.841759847,1.345863859,1.38053924,1.104015226,1.558202907,1.217324425,0.965455157,1.089858332,1.631621892,1.203855059,1.651664485,1.486287829,1.998607465,1.909900667,1.834396984,1.58092196,1.172997233,0.547524069,1.030756535,1.062174191,1.499313183,1.729916615,1.641449376,1.25199343,1.311909984,1.924786017,1.871229462,1.854189324,1.825446862,1.829459704,1.530943937,1.670117615,1.377259841,3.802434787,28.47834909,1.219788958,1.074458342,1.514971199,1.313612081,1.682467388,1.944373865,0.618148264,1.250771541,1.680727185,1.450957454,2.022808314,1.818575977,1.505993444,1.284567684,0.65792693,2.04141884,1.81103569,1.33100632,1.777948141,2.024351953,1.919384733,1.786240581,1.803922829,1.574497914,2.12747361,1.859287477,2.160195961,1.410932652,1.439267904,1.279638493,1.801692438,1.702861763,1.840639125,1.895785755,2.316512535
6,3.376030614,33.36997501,1.740910973,0.941431638,1.6288404,1.649892277,1.752418915,1.988439448,1.358411144,2.134252155,2.142040258,1.986406883,2.406564472,1.976026915,2.208376602,2.69939847,1.880386525,1.057060091,1.617595178,1.607712955,1.998435352,1.75459205,2.005743076,1.820386415,3.221256647,2.319413583,2.172324405,2.041640536,1.052676166,1.555983205,2.716366903,2.209498736,2.324748199,1.850606616,1.847101984,1.599374003,2.051959358,4.024661852,38.75085809,1.626132868,1.758054972,1.391641972,1.406306945,1.874941465,1.710852558,1.954895036,1.646195686,1.686189811,2.10517513,1.460138028,1.969379505,1.52852515,1.52577219,1.555886727,1.025145442,1.308799637,2.111947444,1.29718312,0.846980702,1.54880509,1.745373511,2.061300366,1.895720849,1.363879333,1.723417031,1.29028384,1.265170231,1.350766664,1.349226323,1.163355611,1.399212909,1.446169825,1.8172347,2.194370772
7,2.259677853,31.37258011,1.027833523,0.496021527,1.100855531,0.573631498,1.972915178,1.473239223,0.781569773,0.896750625,1.360703472,0.728366085,0.410482334,1.53746163,0.740252925,0.665458349,1.178054727,1.24092859,1.338705499,0.572089942,-0.17479589,1.046224082,0.613827511,1.834974607,0.413492913,1.87438003,1.880891623,1.732907232,0.948855457,1.319621959,1.561687991,1.25727965,1.209858541,0.971947048,1.438491353,1.363908843,1.255862223,0.595562152,24.08140971,1.62811981,1.885181628,1.373205208,1.314333113,0.811277488,0.994332627,1.278732534,0.929858993,0.524309154,1.951437751,0.845373553,1.04985154,0.75548349,1.107129157,1.052747049,0.657105071,0.478286413,1.079811597,0.026025287,1.071441059,0.304917598,1.816966581,1.650279904,1.727136217,1.739334166,2.112594038,1.813728802,1.567999006,1.547889441,1.387580883,1.75354584,1.520130721,1.761351563,1.313176006,1.206011401
8,2.968051689,120.4917214,1.276794308,1.272674769,1.522181827,1.107744866,1.524825097,1.473116076,2.664709924,2.151095669,1.338576623,1.351978863,0.950458707,1.297623368,0.825041322,0.958038393,0.847922283,0.470118436,1.236139612,1.392871361,0.328822981,0.187649298,0.973822765,0.736171457,1.839692228,1.803566961,1.407341195,1.905687786,1.294048732,1.666128682,1.420599161,1.482032641,2.024516279,1.065477724,0.838280328,0.943086749,0.805911935,3.709850456,75.76724481,1.581910153,2.361804456,1.385717282,0.960052306,0.939330683,2.194397661,2.114573376,0.957966644,1.270606477,1.401824256,1.103622531,1.216905934,1.522429718,1.749110937,1.709996268,0.80985701,0.800195284,1.584366661,0.678800239,1.102176599,1.76296403,2.119015941,1.939306282,1.161946142,2.074223502,1.840933631,1.48257119,1.208564746,1.637993099,2.048015885,1.619529662,1.372776248,1.613563697,1.910830021,1.466812943
9,2.599506781,50.25864903,1.798903087,2.499014962,1.030025151,1.594312601,1.062345821,1.479451038,2.374260155,1.991494431,1.705546076,0.670648654,0.908573858,2.083717921,1.241069459,2.433949781,2.264509814,1.741047881,0.644732536,1.304182456,0.821112851,1.485501982,1.473649738,2.251861326,1.552147081,2.796826481,2.610139377,2.123176159,2.057966753,2.513483387,1.983326351,1.35105658,1.528147655,1.116378698,1.681306127,2.609479022,2.388161383,3.717200496,71.8518385,1.925809351,2.191734738,2.521334952,1.843652302,2.143887056,2.337462356,1.730979174,2.050165752,1.622369851,2.39703,1.69565386,1.397408271,1.081028044,1.828305372,1.306043584,2.421029185,1.62375051,2.239540397,1.878534698,2.367702615,2.480020866,1.691608705,1.775981885,1.302683027,1.904801434,1.669960475,1.570158215,1.758136811,1.319392622,2.02294613,1.828421568,1.964832979,1.175878848,2.084294166,1.976154614
10,3.09358939,53.48060368,1.894893307,1.964529136,0.639036738,1.093124592,2.175988585,1.677965059,2.319791531,1.826749184,0.577368647,1.272087127,0.92262841,2.093712026,1.627347919,2.050083527,1.625963788,1.794890128,0.952393935,2.202240724,1.01706706,1.803938903,1.85662347,1.603783796,0.876734463,2.324485001,1.663513055,1.758499978,1.669360302,1.164944384,1.897024998,1.944232191,2.572301767,2.092287028,0.998981083,1.162983304,1.622351288,3.335023944,40.12974916,0.751149141,1.550650237,0.90736028,1.7346228,0.876779677,1.397185816,1.277833865,1.357141269,0.28024191,1.711544784,1.44255811,1.885594247,1.460177432,1.404961672,1.575146034,0.777564655,0.930635104,1.22499918,0.983911059,1.580305826,1.811285475,1.929465724,1.898062695,1.695161668,1.546604028,2.134910197,1.320660656,1.61902612,1.589821934,1.340712616,1.89022111,1.695848492,1.628529079,1.771691072,1.765564306
