ID,w3-assessemnt-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w4-assessemnt-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13
1,3.426433816,118.6948117,2.695564396,2.046425818,2.413308482,2.669183221,1.82137738,2.001937013,2.020859005,2.29433234,2.213027613,1.83478725,1.369956058,1.070450252,0.348692908,3.241654234,105.1279196,2.621988326,2.930512611,2.370371412,2.982631807,2.344149625,1.964528606,2.66329253,1.615112888,1.785698827,2.090089505,1.627653685,1.786261065,2.400367975
2,2.654922551,93.65167946,1.538675881,1.700880389,0.982720939,1.272058226,1.421904109,1.836961309,2.554972099,1.932455178,1.470250831,1.914486157,1.208573408,0.886867645,0.69766969,3.087686174,55.9284121,0.932000792,1.282043073,1.512717906,1.622011493,1.750397994,1.569566168,1.896884859,1.426559312,1.237636624,1.05819165,1.038106501,0.881753919,1.119708771
3,1.689162764,36.29148639,1.052196933,1.396963187,2.195035542,1.335612173,1.084289516,0.509339425,1.626593949,1.675515991,1.987568185,0.83697507,1.225690326,1.278488723,0.946793564,2.430153668,13.37306722,0.826256128,1.271535768,0.795233722,0.996928772,1.215073271,1.014586955,1.321755718,0.795651657,1.001256808,0.605716548,0.821894046,1.169579955,0.836679216
4,3.023508518,74.63729196,0.860278052,0.64730456,0.875842317,0.763366317,1.430474141,0.922587657,0.953776296,0.94970308,1.175549261,0.671017503,0.852672126,1.632611396,0.722486518,1.600028857,46.31075273,0.929408167,1.225541206,0.191603864,1.291364775,1.281135625,0.851231085,0.844763813,1.265274822,0.663732653,0.14594317,0.01812411,1.181893134,0.881168428
5,2.817864747,118.3992267,1.939363125,2.188847316,1.594067232,2.370495424,1.748274348,2.174987911,1.930836855,1.757753184,2.11030424,1.872293897,2.425929475,2.572694653,2.556402016,4.135211792,55.26254302,1.760050865,1.690173194,2.208877481,1.993972318,1.989592647,2.179990479,1.918937127,2.174916632,2.053288527,2.026910261,1.889139246,2.497938167,2.706372061
6,2.350324683,74.58490156,1.055671355,1.646524675,1.810731461,1.385099251,0.682979812,1.481702144,1.697552219,0.055971868,0.816456697,1.00280074,1.511528885,0.440270728,1.072960878,3.357124531,10.46870004,0.938003249,1.16371212,1.809871062,1.480192119,1.105975573,1.577541795,1.305183363,1.271913573,1.234384818,0.961431796,1.659882243,1.0725329,1.303030031
7,2.932842272,62.50498757,1.234592165,1.548488864,1.656120911,2.158753475,1.320164305,1.434944086,2.006607666,1.818999802,1.801595604,2.433864979,1.236223098,1.198364081,0.592412422,2.559482508,58.26598147,1.153853126,1.95666907,1.197309213,1.636725881,1.494600229,1.866726035,1.50753251,1.485061604,1.434593326,1.09757924,1.389910217,1.371892207,1.349986403
8,3.897394261,13.41813841,1.305784624,1.895043507,2.139851732,1.592935819,1.41145296,1.870826554,1.328263394,1.516790722,1.704504602,2.438463884,1.937706685,1.668831904,0.869464907,3.69076333,27.60658819,1.18738914,2.034343727,1.450835114,1.601289838,2.558009333,1.696069006,1.828452962,1.137426013,1.857151023,1.646040636,2.02743508,1.626335662,1.753123384
9,2.87650855,35.41642336,1.605491315,2.259729929,2.074718175,2.457356099,0.939129339,2.143896074,2.0618533,2.517109923,2.535605518,2.046754045,1.355217308,1.997688085,2.130504674,2.957235807,55.93286651,1.786002168,1.797508433,1.224412775,1.830124774,1.332673083,2.131232574,1.875132446,1.564952014,2.371178803,1.582221574,1.42007071,1.687278336,0.426646062
10,3.89527853,121.1796556,1.536242854,1.772602202,1.582663201,2.11252232,1.571320928,1.828598694,1.637632613,1.136923098,1.826516851,1.286752622,1.03826408,1.530340231,0.612311427,4.510596351,60.30716656,1.528451336,1.982221073,2.872089055,1.567558442,2.080871701,1.949528883,1.611985115,1.306619745,1.630377687,1.694811377,1.327830117,0.897058394,1.530072091
